item_name,item_name_en,item_id,item_category_id
1С:Аудиокниги. Детективы в дорогу. В лучших традициях Агаты Кристи и Артура Конан Дойля (Jewel),1C: audiobooks. Detectives on the road. In the best traditions of Agatha Christie and Arthur Conan Doyle (Jewel),226,45
1С:Аудиокниги. Детективы в дорогу. Русская версия. В лучших традициях Агаты Кристи и Артура Конан До,1C: audiobooks. Detectives on the road. Russian version. In the best traditions of Agatha Christie and Arthur Conan before,227,44
"1С:Аудиокниги. Детям от 0 до 3 лет. Сказки, потешки, колыбельные (Jewel)","1C: audiobooks. Children from 0 to 3 years old. Fairy Tales, Fees, Lullaby (Jewel)",228,45
"1С:Аудиокниги. Детям от 0 до 5 лет. Кэрролл Л. Алиса для малышей  [PC, Цифровая версия]","1C: audiobooks. Children from 0 to 5 years. Carroll L. Alice for kids [PC, digital version]",229,44
1С:Аудиокниги. Дефо Д. Робинзон Крузо,1C: audiobooks. Defo D. Robinson Cruzo,230,45
"1С:Аудиокниги. Дефо Д. Робинзон Крузо  [ PC, Цифровая версия]","1C: audiobooks. Defo D. Robinson Crusoe [PC, digital version]",231,44
1С:Аудиокниги. Джек Лондон. Сердца трех (Jewel),1C: audiobooks. Jack London. Three hearts (Jewel),232,45
"1С:Аудиокниги. Джером К.Джером. Трое в одной лодке, не считая собаки (Jewel)","1C: audiobooks. Jerome K.ger. Three in one boat, not counting the dogs (Jewel)",233,45
1С:Аудиокниги. Джонатан Свифт. Путешествия Гулливера (Digipack),1C: audiobooks. Jonathan Swift. Traveling Gullover (Digipack),234,45
1С:Аудиокниги. Диккенс Чарльз. Наследник торгового дома (Jewel),1C: audiobooks. Dickens Charles. Heir of the Trading House (Jewel),235,45
1С:Аудиокниги. Дина Рубина. Несколько торопливых слов о любви (Digipack),1C: audiobooks. Dina Rubin. Some hood words about love (Digipack),236,45
"1С:Аудиокниги. Для самых маленьких. Сказки, потешки и песенки для детей до трех лет (Digipack)","1C: audiobooks. For the smallest. Fairy Tales, Fees and Songs for Children up to three years (Digipack)",237,45
1С:Аудиокниги. Добрыня Никитич и Змей Горыныч. Алеша Попович и Тугарин Змей,1C: audiobooks. Dobrynya Nikitich and Snake Gorynych. Alyosha Popovich and Tugarin Snake,238,45
"1С:Аудиокниги. Дойль А. К. Союз рыжих. Рассказы о Шерлоке Холмсе    [PC, Цифровая версия]","1C: audiobooks. Doyle A. K. Union of Redhead. Stories about Sherlock Holmes [PC, digital version]",239,44
1С:Аудиокниги. Достоевcкий Ф.М. Скверный анекдот [Цифровая версия],1C: audiobooks. Dusty F.M. Night joke [digital version],240,44
"1С:Аудиокниги. Достоевский Ф. М. Игрок. Записки из подполья   [ PC, Цифровая версия]","1C: audiobooks. Dostoevsky F. M. Player. Notes from the underground [PC, digital version]",241,44
1С:Аудиокниги. Достоевский Ф.М. Бедные люди [Цифровая версия],1C: audiobooks. Dostoevsky F.M. Poor people [digital version],242,44
1С:Аудиокниги. Достоевский Ф.М. Преступление и наказание (mp3-аудиоспектакль),1C: audiobooks. Dostoevsky F.M. Crime and Punishment (MP3 audio),243,45
1С:Аудиокниги. Дюма А. Три мушкетера. Аудиоспектакль (Digipack),1C: audiobooks. Duma A. Three Musketeers. Audio Spectacle (Digipack),244,45
"1С:Аудиокниги. Е. Сивков. Притчи и анекдоты  [PC, Цифровая версия]","1C: audiobooks. E. Sivkov. Proverbs and jokes [PC, digital version]",245,44
1С:Аудиокниги. Ерофеев В. Москва-Петушки. Читает C. Шнуров (Digipack),1C: audiobooks. Erofeev V. Moscow-Petushki. Reads C. Chancing (Digipack),246,45
1С:Аудиокниги. Живые книжки. Сказки - малышки,1C: audiobooks. Live books. Fairy tales - baby,247,45
1С:Аудиокниги. Жюль Верн. Дети капитана Гранта. (Jewel),1C: audiobooks. Jules Verne. The Children of Captain Grant. (Jewel),248,45
1С:Аудиокниги. Жюль Верн. Пятнадцатилетний капитан (Jewel),1C: audiobooks. Jules Verne. Fifteen-year-old Captain (Jewel),249,45
1С:Аудиокниги. Замятин Е.И. Мы. Роман-антиутопия [Цифровая версия],1C: audiobooks. Zamyatin E.I. We. Roman-Antiutopia [digital version],250,44
1С:Аудиокниги. Знаменитые произведения русских писателей ( [Цифровая версия],1C: audiobooks. Famous works of Russian writers ([digital version],251,44
1С:Аудиокниги. Золотая коллекция классики для детей (Jewel),1C: audiobooks. Gold Collection of Classics for Children (Jewel),252,45
"1С:Аудиокниги. И.Ильф, Е.Петров. 12 стульев (Jewel)","1C: audiobooks. I. Ilf, E.Petrov. 12 Chairs (Jewel)",253,45
"1С:Аудиокниги. Илья Ильин. Если бы я был робинзоном. Забавные рассказы от главного редактора журнала ""Ералаш""[PC, Цифровая версия]","1C: audiobooks. Ilya Ilyin. If I were Robinson. Funny stories from the editor-in-chief of the journal ""Yerals"" [PC, digital version]",254,44
"1С:Аудиокниги. Истории о смелых и находчивых. Коллекция детских аудиоспектакл  [PC, Цифровая версия]","1C: audiobooks. Stories about brave and resourceful. Collection of children's audio spectacle [PC, digital version]",255,44
1С:Аудиокниги. История государства Российского. От Рюрика до царя Иоанна IV Васильевича [Цифровая ве,1C: audiobooks. History of Russian Goverment. From Rurik to Tsar John IV Vasilyevich [digital ve,256,44
1С:Аудиокниги. Карамзин Н.М. История государства Российского. От Иоанна Грозного до Лжедимитр(Jewel),1C: audiobooks. Karamzin N.M. History of Russian Goverment. From John Grozny to Liedmitra (Jewel),257,45
1С:Аудиокниги. Карамзин Н.М. История государства Российского. От Рюрика до царя Иоанна IV(Jewel),1C: audiobooks. Karamzin N.M. History of Russian Goverment. From Rurik to Tsar John IV (Jewel),258,45
1С:Аудиокниги. Киплинг Р. Сказки и легенды (Digipack),1C: audiobooks. Kipling R. Tales and Legends (Digipack),259,45
"1С:Аудиокниги. Киплинг Р. Сказки и легенды [PC, Цифровая версия]","1C: audiobooks. Kipling R. Tales and legends [PC, digital version]",260,44
"1С:Аудиокниги. Кириллов К., Обердерфер Д. Как сделать бизнес в России и не прогореть [PC, Цифровая в","1C: audiobooks. Kirillov K., Oberfer D. How to make a business in Russia and do not ruin [PC, digital in",261,44
"1С:Аудиокниги. Кириллов К., Обердерфер Д. Как стать богатым в России [PC, Цифровая версия]","1C: audiobooks. Kirillov K., Obererfer D. How to become rich in Russia [PC, digital version]",262,44
"1С:Аудиокниги. Кириллов К., Обердерфер Д. Как стать миллионером на одну зарплату","1C: audiobooks. Kirillov K., Oberfer D. How to become a millionaire for one salary",263,45
1С:Аудиокниги. Классика русского юмора. Аверченко Аркадий (Jewel),1C: audiobooks. Classic Russian humor. Averchenko Arkady (Jewel),264,45
1С:Аудиокниги. Классика русского юмора. Юмористические рассказы начала XX века (Jewel),1C: audiobooks. Classic Russian humor. Humorous stories of the early XX century (Jewel),265,45
1С:Аудиокниги. Классика русского юмора. Юмористические рассказы начала XX века [Цифровая версия],1C: audiobooks. Classic Russian humor. Humorous stories of the beginning of the XX century [digital version],266,44
1С:Аудиокниги. Коллекция русских народных сказок (Digipack),1C: audiobooks. Collection of Russian folk fairy tales (Digipack),267,45
"1С:Аудиокниги. Коллекция русских народных сказок [PC, Цифровая версия]","1C: audiobooks. Collection of Russian folk fairy tales [PC, digital version]",268,44
1С:Аудиокниги. Коллекция сказок и стихов Корнея Чуковского (DVD-Digipack),1C: audiobooks. Collection of fairy tales and poems Kornea Chukovsky (DVD-Digipack),269,45
1С:Аудиокниги. Коллекция страшилок-смешилок для детей (Jewel),1C: audiobooks. Collection of Strams-Smetors for Children (Jewel),270,45
"1С:Аудиокниги. Константин Симонов. Дни и ночи    [PC, Цифровая версия]","1C: audiobooks. Konstantin Simonov. Days and Nights [PC, digital version]",271,44
1С:Аудиокниги. Конфуций. Суждения и беседы,1C: audiobooks. Confucius. Judgments and conversations,272,45
1С:Аудиокниги. Кот-наоборот. Стихи для детского сада (Jewel),1C: audiobooks. Cat-on the contrary. Poems for kindergarten (Jewel),273,45
1С:Аудиокниги. Кот-наоборот. Стихи для детского сада [Цифровая версия],1C: audiobooks. Cat-on the contrary. Poems for kindergarten [digital version],274,44
1С:Аудиокниги. Крапивин В.П. Голубятня на желтой поляне [Цифровая версия],1C: audiobooks. Krapivin V.P. Pigeon on yellow glade [digital version],275,44
1С:Аудиокниги. Кун Н.А. Легенды и мифы древней Греции (Jewel),1C: audiobooks. Kun N.A. Legends and myths of ancient Greece (Jewel),276,45
"1С:Аудиокниги. Кунин В. Иванов и Рабинович, или ""Ай гоу ту Хайфа! Digipack","1C: audiobooks. Cunin V. Ivanov and Rabinovich, or ""Ai Gow Tu Haifa! Digipack",277,45
1С:Аудиокниги. Куприн А.И. Гранатовый браслет,1C: audiobooks. Kubrin A.I. Garnet bracelet,278,45
1С:Аудиокниги. Куприн А.И. Олеся. Чудесный доктор [Цифровая версия],1C: audiobooks. Kubrin A.I. Olesya. Wonderful doctor [digital version],279,44
1С:Аудиокниги. Куприн А.И. Хорошее общество,1C: audiobooks. Kubrin A.I. Good society,280,45
1С:Аудиокниги. Л.Н. Толстой. Детство. Отрочество. Юность. (Jewel),1C: audiobooks. L.N. Tolstoy. Childhood. Defense. Youth. (Jewel),281,45
1С:Аудиокниги. Лагин Л.И. Старик Хоттабыч (Jewel),1C: audiobooks. Lagin L.I. Old Man Hottabych (Jewel),282,45
